timestamp,dq_d0,dq_d1,dq_d2,dq_d3,dq_d4,dq_d5,dq_d6
2024-07-18T18:28:44.263011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.272927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.282642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.294751,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.306296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.320776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.338703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.364280,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.405399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.446281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.487286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.529323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.571255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.613296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.655230,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.691116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.728051,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.770047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.812498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.858594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.906819,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:44.960135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:45.014136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:45.073212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:45.131636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:45.196593,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:45.262767,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:45.327967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:45.398728,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:45.470996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:45.545072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:45.623370,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:45.705118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:45.787801,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:45.874053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:45.961103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:46.050350,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:46.138919,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:46.231560,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:46.324393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:46.419884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:46.518101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:46.622706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:46.731679,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:46.839104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:46.951622,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:47.064329,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:47.171757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:47.289959,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:47.406693,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:47.524240,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:47.647901,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:47.777734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:47.906186,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:48.034945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:48.163779,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:48.298939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:48.442484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:48.586261,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:48.729821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:48.919286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:49.065627,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:49.218350,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:49.382367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:49.542378,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:49.695169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:49.852233,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:50.006492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:50.162613,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:50.322427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:50.486792,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:50.653825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:50.819563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:50.993449,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:51.171888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:51.357730,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:51.538548,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:51.727879,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:51.922726,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:52.116764,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:52.311757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:52.511695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:52.714085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:52.920056,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:53.122138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:53.339994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:53.546061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:53.796197,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:54.008492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:54.221977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:54.445823,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:54.666850,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:54.884886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:55.118962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:55.350950,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:55.584266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:55.817531,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:56.050308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:56.282582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:56.516145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:56.751195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:56.985956,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:57.223364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:57.474222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T18:28:57.721446,0.0,0.0,0.0,0.0,0.0,0.0,0.0
